ئا: ئا
ئاكىسى: ئاكى,سى
ئاكىنىڭ: ئاكى,نىڭ
ئاكۇ: ئاكۇ
ئاكۇپ: ئاكۇپ
ئالاتاۋ: ئالاتاۋ
ئالارمەندىن: ئالارمەن,دىن
ئالاقىدار: ئالاقىدار
ئالاقىسى: ئالاقى,سى
ئالاقىسىدىكى: ئالاقى,سى,دىكى
ئالاقىسىدۇر: ئالاقىسىدۇر
ئالاقىسىنى: ئالاقى,سى,نى
ئالاقىسىنىڭ: ئالاقى,سى,نىڭ
ئالاقىسىگە: ئالاقى,سى,گە
ئالاقىلىشىش: ئالاقىلىش,ىش
ئالاقىلىشىپ: ئالاقىلىش,ىپ
ئالاقىلىشىۋېتىپتۇ: ئالاقىلىشىۋېت,ىپ,تۇ
ئالاقىلەشتى: ئالاقىلەش,تى
ئالاقىلەشتىم: ئالاقىلەش,تىم
ئالاقىلەشسە: ئالاقىلەش,سە
ئالاقىلەشكىلى: ئالاقىلەش,كىلى
ئالاقىلەشكۈچىنىڭ: ئالاقىلەشكۈچى,نىڭ
ئالاقىنى: ئالاقى,نى
ئالاقە: ئالاقە
ئالالمايدىكەن: ئالالما,ي,دىكەن
ئالالمىغاچقا: ئالالمى,غاچقا
ئالامىتى: ئالامىت,ى
ئالاي: ئال,اي
ئالايىتەن: ئالايىتەن
ئالاھىدىلىك: ئالاھىدىلىك
ئالاھىدىلىككە: ئالاھىدىلىك,كە
ئالاھىدىلىكلىرى: ئالاھىدىلىك,لىر,ى
ئالاھىدىلىكلىرىنى: ئالاھىدىلىك,لىر,ى,نى
ئالاھىدىلىكلەر: ئالاھىدىلىك,لەر
ئالاھىدىلىكلەرگە: ئالاھىدىلىك,لەر,گە
ئالاھىدىلىكى: ئالاھىدىلىك,ى
ئالاھىدىلىكىدىن: ئالاھىدىلىك,ى,دىن
ئالاھىدىلىكىمىزگە: ئالاھىدىلىك,ى,مىز,گە
ئالاھىدىلىكىمۇ: ئالاھىدىلىك,ى,مۇ
ئالاھىدىلىكىنى: ئالاھىدىلىك,ى,نى
ئالاھىدىلىكىگە: ئالاھىدىلىك,ى,گە
ئالاھىدە: ئالاھىدە
ئالاھىلىكىگە: ئالاھىلىك,ى,گە
ئالتاي: ئالتاي
ئالتايدا: ئالتاي,دا
ئالتايدىكى: ئالتاي,دىكى
ئالتىنى: ئالتى,نى
ئالتىنچى: ئالتىنچى
ئالتىنچىدىن: ئالتى,نچى,دىن
ئالتىنچىسى: ئالتى,نچى,سى
ئالتۇن: ئالتۇن
ئالتۇنى: ئالتۇن,ى
ئالتۇنگۈل: ئالتۇنگۈل
ئالتە: ئالتە
ئالداش: ئالدا,ش
ئالدامچىلىق: ئالدامچىلىق
ئالدامچىلىقى: ئالدامچىلىق,ى
ئالداپ: ئالدا,پ
ئالداۋاتقانلىقى: ئالداۋات,قان,لىق,ى
ئالدى: ئالدى
ئالدىدا: ئالدى,دا
ئالدىدىكى: ئالدى,دىكى
ئالدىراشچىلىق: ئالدىراشچىلىق
ئالدىراشچىلىقتا: ئالدىراشچىلىق,تا
ئالدىراپ: ئالدىرا,پ
ئالدىرماقتا: ئالدىر,ماقتا
ئالدىرىغانغا: ئالدىرى,غان,غا
ئالدىغا: ئالدى,غا
ئالدىغانلىقىنى: ئالدى,غان,لىق,ى,نى
ئالدىغىچە: ئالدى,غىچە
ئالدىم: ئال,دىم
ئالدىمىزدا: ئالدى,مىز,دا
ئالدىن: ئالدىن
ئالدىنئالا: ئالدىنئالا
ئالدىنقى: ئالدىنقى
ئالدىنقىلارغا: ئالدىنقى,لار,غا
ئالدىنى: ئالدى,نى
ئالدىنىپ: ئالدىن,ىپ
ئالدىنىڭ: ئالدى,نىڭ
ئالدۇردى: ئالدۇر,دى
ئالدۇرغان: ئالدۇر,غان
ئالدۇرغاندىن: ئالدۇر,غان,دىن
ئالدۇرمىغانلىرىنىڭ: ئالدۇرمى,غان,لىر,ى,نىڭ
ئالدۇرىدىغان: ئالدۇر,ىدىغان
ئالدۇرىدىغانلىقىنى: ئالدۇر,ىدىغان,لىق,ى,نى
ئالدۇرۇش: ئالدۇر,ۇش
ئالدۇرۇشتا: ئالدۇر,ۇش,تا
ئالدۇرۇشنى: ئالدۇر,ۇش,نى
ئالدۇرۇلغان: ئالدۇرۇل,غان
ئالدۇرۇپ: ئالدۇر,ۇپ
ئالدۇق: ئال,دۇق
ئالسا: ئال,سا
ئالساق: ئال,سا,ق
ئالساقلا: ئال,سا,ق,لا
ئالغا: ئالغا
ئالغان: ئال,غان
ئالغانتى: ئال,غان,تى
ئالغاندا: ئال,غان,دا
ئالغاندىن: ئال,غان,دىن
ئالغانلار: ئال,غان,لار
ئالغانلىقىدىن: ئال,غان,لىق,ى,دىن
ئالغانلىقىنى: ئال,غان,لىق,ى,نى
ئالغانىدى: ئال,غان,ى,دى
ئالغىلى: ئال,غىلى
ئالغۇ: ئالغۇ
ئالغۇزغان: ئالغۇز,غان
ئالغۇزۇپ: ئالغۇز,ۇپ
ئالغۇچى: ئالغۇچى
ئالغۇچىلار: ئالغۇچى,لار
ئالغۇچىلارنىڭ: ئالغۇچى,لار,نىڭ
ئالغۇچىنىڭ: ئالغۇچى,نىڭ
ئالقىش: ئالقىش
ئالقىشقا: ئالقىش,قا
ئالقىشلايدىغان: ئالقىشلا,يدىغان
ئالقىشلايدىغانلىقىنى: ئالقىشلا,يدىغان,لىق,ى,نى
ئالقىشلايدۇ: ئالقىشلا,ي,دۇ
ئالقىشلايمەن: ئالقىشلا,ي,مەن
ئالقىشلىدى: ئالقىشلى,دى
ئالقىشى: ئالقىش,ى
ئالقىشىغا: ئالقىش,ى,غا
ئالكىس: ئالكىس
ئاللا: ئاللا
ئالما: ئالما
ئالماسلىق: ئالما,س,لىق
ئالماسلىقىنى: ئالما,س,لىق,ى,نى
ئالماشتۇردى: ئالماشتۇر,دى
ئالماشتۇرۇش: ئالماشتۇر,ۇش
ئالماشتۇرۇشتا: ئالماشتۇر,ۇش,تا
ئالماشتۇرۇشقا: ئالماشتۇر,ۇش,قا
ئالماشتۇرۇشقىمۇ: ئالماشتۇر,ۇش,قى,مۇ
ئالماشتۇرۇشنى: ئالماشتۇرۇش,نى
ئالماشتۇرۇشنىڭ: ئالماشتۇرۇش,نىڭ
ئالماشتۇرۇشى: ئالماشتۇرۇش,ى
ئالماشتۇرۇشىدىكى: ئالماشتۇرۇش,ى,دىكى
ئالماشتۇرۇشىنى: ئالماشتۇرۇش,ى,نى
ئالماشتۇرۇلىدۇ: ئالماشتۇرۇل,ىدۇ
ئالماشتۇرۇلۇپ: ئالماشتۇرۇل,ۇپ
ئالماشتۇرۇپ: ئالماشتۇر,ۇپ
ئالماقتا: ئال,ماقتا
ئالماقچى: ئال,ماقچى
ئالمايدىغان: ئالما,يدىغان
ئالمايدىغانلىقىنى: ئالما,يدىغان,لىق,ى,نى
ئالمايدۇ: ئالما,ي,دۇ
ئالمايمىز: ئالما,ي,مىز
ئالمىخان: ئالمىخان
ئالمىسى: ئالمى,سى
ئالمىشىپ: ئالمىش,ىپ
ئالمىغان: ئالمى,غان
ئالمىغانلىقى: ئالمى,غان,لىق,ى
ئالىدىغان: ئال,ىدىغان
ئالىدىغانلار: ئال,ىدىغان,لار
ئالىدىغانلىقى: ئال,ىدىغان,لىق,ى
ئالىدىغانلىقىنى: ئال,ىدىغان,لىق,ى,نى
ئالىدىكەن: ئال,ىدىكەن
ئالىدۇ: ئال,ىدۇ
ئالىمبېك: ئالىمبېك
ئالىمجان: ئالىمجان
ئالىملار: ئالىم,لار
ئالىملارنى: ئالىم,لار,نى
ئالىملىرى: ئالىم,لىر,ى
ئالىمنى: ئالىم,نى
ئالىمىز: ئال,ىمىز
ئالىي: ئالىي
ئالىيجاناب: ئالىيجاناب
ئاليۇمىن: ئاليۇمىن
ئالېپپو: ئالېپپو
ئالېپپودىكى: ئالېپپو,دىكى
ئالەم: ئالەم
ئالەمشۇمۇل: ئالەمشۇمۇل
ئالەمگە: ئالەم,گە
ئامال: ئامال
ئامالسىز: ئامالسىز
ئاماللار: ئامال,لار
ئامالنىڭ: ئامال,نىڭ
ئامان: ئامان
ئامانلىق: ئامانلىق
ئامانلىقى: ئامانلىق,ى
ئامانلىقىغا: ئامانلىق,ى,غا
ئامانلىقىنى: ئامانلىق,ى,نى
ئامانلىقىنىڭ: ئامانلىق,ى,نىڭ
ئامانەت: ئامانەت
ئامبارلىرىدا: ئامبار,لىر,ى,دا
ئامبارلىرىنىڭ: ئامبار,لىر,ى,نىڭ
ئامبارنىڭ: ئامبار,نىڭ
ئامبال: ئامبال
ئامبىرى: ئامبىر,ى
ئامبىرىدا: ئامبىر,ى,دا
ئامبىرىغا: ئامبىر,ى,غا
ئامبىرىنى: ئامبىر,ى,نى
ئامبىرىنىڭ: ئامبىر,ى,نىڭ
ئامبۇر: ئامبۇر
ئامبۇلاتورىيە: ئامبۇلاتورىيە
ئامبۇلاتورىيەدە: ئامبۇلاتورىيە,دە
ئامبۇلاتورىيەسى: ئامبۇلاتورىيە,سى
ئامما: ئامما
ئاممىباب: ئاممىباب
ئاممىدا: ئاممى,دا
ئاممىدىن: ئاممى,دىن
ئاممىسى: ئاممى,سى
ئاممىسىغا: ئاممى,سى,غا
ئاممىسىنى: ئاممىسى,نى
ئاممىسىنىڭ: ئاممىسى,نىڭ
ئاممىغا: ئاممى,غا
ئاممىنى: ئاممى,نى
ئاممىنىڭ: ئاممى,نىڭ
ئاممىۋى: ئاممىۋى
ئاممىۋىي: ئاممىۋىي
ئامىل: ئامىل
ئامىللار: ئامىل,لار
ئامىللاردىن: ئامىل,لار,دىن
ئامىللارنىڭ: ئامىل,لار,نىڭ
ئامىللىرى: ئامىل,لىر,ى
ئامىللىرىنى: ئامىل,لىر,ى,نى
ئامىلنى: ئامىل,نى
ئامىلى: ئامىل,ى
ئامىلىدىن: ئامىل,ى,دىن
ئامىلىنى: ئامىل,ى,نى
ئامىلىنىڭ: ئامىل,ى,نىڭ
ئامىن: ئامىن
ئامىنە: ئامىنە
ئامپېر: ئامپېر
ئامېرىكا: ئامېرىكا
ئامېرىكنىڭ: ئامېرىك,نىڭ
ئامېرىكىدا: ئامېرىكى,دا
ئامېرىكىدىكى: ئامېرىكى,دىكى
ئامېرىكىدىن: ئامېرىكى,دىن
ئامېرىكىسى: ئامېرىكى,سى
ئامېرىكىسىنىڭ: ئامېرىكى,سى,نىڭ
ئامېرىكىغا: ئامېرىكى,غا
ئامېرىكىلىق: ئامېرىكىلىق
ئامېرىكىلىقلارنى: ئامېرىكىلىق,لار,نى
ئامېرىكىلىقلارنىڭ: ئامېرىكىلىق,لار,نىڭ
ئامېرىكىمۇ: ئامېرىكى,مۇ
ئامېرىكىنىڭ: ئامېرىكى,نىڭ
ئان: ئان
ئانا: ئانا
ئانار: ئانار
ئانالىز: ئانالىز
ئانامدىن: ئانا,م,دىن
ئانتونىئو: ئانتونىئو
ئاندرېيۇس: ئاندرېيۇس
ئاندىن: ئاندىن
ئاننېنبېرگ: ئاننېنبېرگ
ئانىسى: ئانى,سى
ئانىسىنى: ئانى,سى,نى
ئانىلار: ئانى,لار
ئانىلارغا: ئانى,لار,غا
ئانىلارنىڭ: ئانى,لار,نىڭ
ئانىلارنىڭمۇ: ئانى,لار,نىڭ,مۇ
ئانچە: ئانچە
ئانژېلېستا: ئانژېلېس,تا
ئانژېلېس: ئانژېلېس
ئانگۇس: ئانگۇس
ئاي: ئاي
ئاياغ: ئاياغ
ئاياغلاشتى: ئاياغلاش,تى
ئاياغلاشتۇرۇپ: ئاياغلاشتۇر,ۇپ
ئاياغلاشقان: ئاياغلاش,قان
ئاياغلاشقاندىن: ئاياغلاش,قان,دىن
ئاياغلىشىدىكەن: ئاياغلىش,ىدىكەن
ئاياغلىشىدۇ: ئاياغلىش,ىدۇ
ئاياغمەھەللە: ئاياغمەھەللە
ئايال: ئايال
ئاياللار: ئايال,لار
ئاياللاردىن: ئايال,لار,دىن
ئاياللارغا: ئايال,لار,غا
ئاياللارنى: ئايال,لار,نى
ئاياللارنىڭ: ئايال,لار,نىڭ
ئاياللىرى: ئايال,لىر,ى
ئاياللىرىنى: ئايال,لىر,ى,نى
ئاياللىرىنىڭ: ئايال,لىر,ى,نىڭ
ئايالنى: ئايال,نى
ئايالنىڭ: ئايال,نىڭ
ئايالىنى: ئايال,ى,نى
ئايالچە: ئايالچە
ئايان: ئايان
ئايتوقاچ: ئايتوقاچ
ئايتوقاچقا: ئايتوقاچ,قا
ئايدا: ئاي,دا
ئايدىكى: ئاي,دىكى
ئايدىكىگە: ئاي,دىكى,گە
ئايدىن: ئاي,دىن
ئايدىڭ: ئايدىڭ
ئايدىڭلاشتۇردى: ئايدىڭلاشتۇر,دى
ئايدىڭلاشتۇرغان: ئايدىڭلاشتۇر,غان
ئايدىڭلاشتۇرۇش: ئايدىڭلاشتۇر,ۇش
ئايدىڭلاشتۇرۇشتىن: ئايدىڭلاشتۇر,ۇش,تىن
ئايدىڭلاشتۇرۇشقا: ئايدىڭلاشتۇر,ۇش,قا
ئايدىڭلاشتۇرۇشنى: ئايدىڭلاشتۇر,ۇش,نى
ئايدىڭلاشتۇرۇشى: ئايدىڭلاشتۇر,ۇش,ى
ئايدىڭلاشتۇرۇشىمىز: ئايدىڭلاشتۇرۇش,ىمىز
ئايدىڭلاشتۇرۇلدى: ئايدىڭلاشتۇرۇل,دى
ئايدىڭلاشتۇرۇلغان: ئايدىڭلاشتۇرۇل,غان
ئايدىڭلاشتۇرۇلۇپ: ئايدىڭلاشتۇرۇل,ۇپ
ئايدىڭلاشتۇرۇپ: ئايدىڭلاشتۇرۇ,پ
ئايرودۇرۇم: ئايرودۇرۇم
ئايرودۇرۇمدا: ئايرودۇرۇم,دا
ئايرودۇرۇمغا: ئايرودۇرۇم,غا
ئايرودۇرۇملارنىڭ: ئايرودۇرۇم,لار,نىڭ
ئايرودۇرۇمنى: ئايرودۇرۇم,نى
ئايرودۇرۇمى: ئايرودۇرۇم,ى
ئايرودۇرۇمىدا: ئايرودۇرۇم,ى,دا
ئايرودۇرۇمىغا: ئايرودۇرۇم,ى,غا
ئايرودۇرۇمىنىڭ: ئايرودۇرۇم,ى,نىڭ
ئايروپورت: ئايروپورت
ئايروپورتتا: ئايروپورت,تا
ئايروپورتقا: ئايروپورت,قا
ئايروپورتنىڭ: ئايروپورت,نىڭ
ئايروپورتى: ئايروپورت,ى
ئايروپورتىغا: ئايروپورتى,غا
ئايروپىلان: ئايروپىلان
ئايروپىلاندا: ئايروپىلان,دا
ئايروپىلاندىكى: ئايروپىلان,دىكى
ئايروپىلاندىن: ئايروپىلان,دىن
ئايروپىلانغا: ئايروپىلان,غا
ئايروپىلانلارنىڭ: ئايروپىلان,لار,نىڭ
ئايروپىلانلىرىنى: ئايروپىلان,لىر,ى,نى
ئايروپىلانلىرىنىڭ: ئايروپىلان,لىر,ى,نىڭ
ئايروپىلاننى: ئايروپىلان,نى
ئايروپىلاننىڭ: ئايروپىلان,نىڭ
ئايروپىلانى: ئايروپىلان,ى
ئايروپىلانىنى: ئايروپىلان,ى,نى
ئايروپىلانىنىڭ: ئايروپىلان,ى,نىڭ
ئايرىش: ئايرى,ش
ئايرىشقا: ئايرى,ش,قا
ئايرىشنى: ئايرى,ش,نى
ئايرىغان: ئايرى,غان
ئايرىلالماسلىق: ئايرىلالما,س,لىق
ئايرىلالمايدىغان: ئايرىلالما,ي,دىغان
ئايرىلالمايدىغانلىقىنى: ئايرىلالما,ي,دىغان,لىق,ى,نى
ئايرىلالمايدىغانيدۇ: ئايرىلالما,ي,دىغان,ي,دۇ
ئايرىلدى: ئايرىل,دى
ئايرىلغان: ئايرىل,غان
ئايرىلغاندا: ئايرىل,غان,دا
ئايرىلغاندىن: ئايرىل,غان,دىن
ئايرىلغانلارنى: ئايرىل,غان,لار,نى
ئايرىلغانلىقى: ئايرىل,غان,لىق,ى
ئايرىلماس: ئايرىلما,س
ئايرىلماي: ئايرىلما,ي
ئايرىلىدۇ: ئايرىل,ىدۇ
ئايرىلىش: ئايرىل,ىش
ئايرىلىشقا: ئايرىل,ىش,قا
ئايرىلىشى: ئايرىل,ىش,ى
ئايرىلىشىم: ئايرىل,ىش,ىم
ئايرىلىپ: ئايرىل,ىپ
ئايرىم: ئايرىم
ئايرىيدىغان: ئايرى,يدىغان
ئايرىپ: ئاير,ىپ
ئايرۇدۇرۇمىغا: ئايرۇدۇرۇم,ى,غا
ئايرۇلت: ئايرۇلت
ئايغا: ئاي,غا
ئايغىچە: ئاي,غىچە
ئايكۆل: ئايكۆل
ئايلاندى: ئايلان,دى
ئايلاندۇردى: ئايلاندۇر,دى
ئايلاندۇرىدىغان: ئايلاندۇر,ىدىغان
ئايلاندۇرىدۇ: ئايلاندۇر,ىدۇ
ئايلاندۇرىمىز: ئايلاندۇر,ىمىز
ئايلاندۇرۇش: ئايلاندۇر,ۇش
ئايلاندۇرۇشتىكى: ئايلاندۇرۇش,تىكى
ئايلاندۇرۇشنى: ئايلاندۇرۇش,نى
ئايلاندۇرۇشى: ئايلاندۇرۇش,ى
ئايلاندۇرۇشىمىز: ئايلاندۇرۇش,ىمىز
ئايلاندۇرۇلغاندىن: ئايلاندۇرۇل,غان,دىن
ئايلاندۇرۇلىدۇ: ئايلاندۇرۇل,ىدۇ
ئايلاندۇۇلۇپ: ئايلاندۇۇل,ۇپ
ئايلاندۇرۇپ: ئايلاندۇر,ۇپ
ئايلاندۇرۇۋاتىدۇ: ئايلاندۇرۇۋات,ىدۇ
ئايلانغان: ئايلان,غان
ئايلانما: ئايلانما
ئايلانماي: ئايلان,ما,ي
ئايلانمىغان: ئايلان,مى,غان
ئايلانمىنىڭ: ئايلانمى,نىڭ
ئايلىق: ئايلىق
ئايلىنىدىغانلىقى: ئايلىن,ىدىغان,لىق,ى
ئايلىنىدىكەن: ئايلىن,ىدىكەن
ئايلىنىدۇ: ئايلىن,ىدۇ
ئايلىنىش: ئايلىن,ىش
ئايلىنىشتەك: ئايلىن,ىش,تەك
ئايلىنىشى: ئايلىن,ىش,ى
ئايلىنىشىغا: ئايلىن,ىش,ى,غا
ئايلىنىشىنى: ئايلىن,ىش,ى,نى
ئايلىنىپ: ئايلىن,ىپ
ئايلىنىۋېتىپ: ئايلىنىۋېت,ىپ
ئايمىقى: ئايمىق,ى
ئايمۇئاي: ئايمۇئاي
ئاينى: ئاي,نى
ئاينىپ: ئاين,ىپ
ئاينىڭ: ئاي,نىڭ
ئايىغى: ئايىغ,ى
ئايپەرى: ئايپەرى
ئايچە: ئاي,چە
ئايۇپ: ئايۇپ
ئاپتوبۇس: ئاپتوبۇس
ئاپتوبۇسقا: ئاپتوبۇس,قا
ئاپتوبۇسلارغا: ئاپتوبۇس,لار,غا
ئاپتوبۇسلارنى: ئاپتوبۇس,لار,نى
ئاپتوبۇسلارنىڭ: ئاپتوبۇس,لار,نىڭ
ئاپتوبۇسلىرىنى: ئاپتوبۇس,لىر,ى,نى
ئاپتوبۇسنىڭ: ئاپتوبۇس,نىڭ
ئاپتوبۇسى: ئاپتوبۇس,ى
ئاپتوبۇسىدا: ئاپتوبۇس,ى,دا
ئاپتوبۇسىنىڭ: ئاپتوبۇس,ى,نىڭ
ئاپتورلۇق: ئاپتورلۇق
ئاپتوماتىك: ئاپتوماتىك
ئاپتوماتىنىڭ: ئاپتومات,ى,نىڭ
ئاپتوموبىل: ئاپتوموبىل
ئاپتوموبىلبومبا: ئاپتوموبىلبومبا
ئاپتوموبىلدا: ئاپتوموبىل,دا
ئاپتوموبىلدىكى: ئاپتوموبىل,دىكى
ئاپتوموبىلدىن: ئاپتوموبىل,دىن
ئاپتوموبىلغا: ئاپتوموبىل,غا
ئاپتوموبىللار: ئاپتوموبىل,لار
ئاپتوموبىللارغا: ئاپتوموبىل,لار,غا
ئاپتوموبىللارمۇ: ئاپتوموبىل,لار,مۇ
ئاپتوموبىللارنى: ئاپتوموبىل,لار,نى
ئاپتوموبىللارنىڭ: ئاپتوموبىل,لار,نىڭ
ئاپتوموبىللىرى: ئاپتوموبىل,لىر,ى
ئاپتوموبىللىرىغا: ئاپتوموبىل,لىر,ى,غا
ئاپتوموبىللىرىنى: ئاپتوموبىل,لىر,ى,نى
ئاپتوموبىللىرىنىڭ: ئاپتوموبىل,لىر,ى,نىڭ
ئاپتوموبىلنى: ئاپتوموبىل,نى
ئاپتوموبىلنىڭ: ئاپتوموبىل,نىڭ
ئاپتوموبىلى: ئاپتوموبىل,ى
ئاپتوموبىلىدىن: ئاپتوموبىل,ى,دىن
ئاپتوموبىلىغا: ئاپتوموبىل,ى,غا
ئاپتوموبىلىنى: ئاپتوموبىل,ى,نى
ئاپتوموبىلىنىڭ: ئاپتوموبىل,ى,نىڭ
ئاپتونوم: ئاپتونوم
ئاپروپىلانى: ئاپروپىلان,ى
ئاپرېل: ئاپرېل
ئاپرېلدا: ئاپرېل,دا
ئاپرېلدىن: ئاپرېل,دىن
ئاپشاركىسى: ئاپشاركى,سى
ئاپولو: ئاپولو
ئاپىتى: ئاپىت,ى
ئاپىتىدىن: ئاپىت,ى,دىن
ئاپىتىدە: ئاپىت,ى,دە
ئاپىتىنى: ئاپىت,ى,نى
ئاپىتىنىڭ: ئاپىت,ى,نىڭ
ئاپىتىگە: ئاپىت,ى,گە
ئاپىرىن: ئاپىرىن
ئاپىرىپ: ئاپىر,ىپ
ئاپىسىنى: ئاپى,سى,نى
ئاپپارات: ئاپپارات
ئاپپاراتتا: ئاپپارات,تا
ئاپپاراتلار: ئاپپارات,لار
ئاپپاراتلارنى: ئاپپارات,لار,نى
