ئا: ﻿ئا
ئاكۇپ: ئاكۇپ
ئالاتاۋ: ئالاتاۋ
ئالارمەندىن: ئالارمەن,دىن
ئالاقىدار: ئالاقىدار
ئالاقىسى: ئالاقە,سى
ئالاقىسىدىكى: ئالاقە,سى,دىكى
ئالاقىسىدۇر: ئالاقىسىدۇر
ئالاقىسىنى: ئالاقە,سى,نى
ئالاقىسىنىڭ: ئالاقە,سى,نىڭ
ئالاقىسىگە: ئالاقە,سى,گە
ئالاقىلىشىش: ئالاقىلەش,ىش
ئالاقىلىشىپ: ئالاقىلەش,ىپ
ئالاقىلىشىۋېتىپتۇ: ئالاقىلەشىۋەت,ىپ,تۇ
ئالاقىلەشتى: ئالاقىلەش,تى
ئالاقىلەشتىم: ئالاقىلەش,تىم
ئالاقىلەشسە: ئالاقىلەش,سە
ئالاقىلەشكىلى: ئالاقىلەش,كىلى
ئالاقىلەشكۈچىنىڭ: ئالاقىلەشكۈچى,نىڭ
ئالاقىنى: ئالاقە,نى
ئالاقە: ئالاقە
ئالالمايدىكەن: ئالالما,ي,دىكەن
ئالالمىغاچقا: ئالالما,غاچقا
ئالامىتى: ئالامەت,ى
ئالاي: ئال,اي
ئالايىتەن: ئالايىتەن
ئالاھىدىلىك: ئالاھىدىلىك
ئالاھىدىلىككە: ئالاھىدىلىك,كە
ئالاھىدىلىكلىرى: ئالاھىدىلىك,لار,ى
ئالاھىدىلىكلىرىنى: ئالاھىدىلىك,لار,ى,نى
ئالاھىدىلىكلەر: ئالاھىدىلىك,لەر
ئالاھىدىلىكلەرگە: ئالاھىدىلىك,لەر,گە
ئالاھىدىلىكى: ئالاھىدىلىك,ى
ئالاھىدىلىكىدىن: ئالاھىدىلىك,ى,دىن
ئالاھىدىلىكىمىزگە: ئالاھىدىلىك,ى,مىز,گە
ئالاھىدىلىكىمۇ: ئالاھىدىلىك,ى,مۇ
ئالاھىدىلىكىنى: ئالاھىدىلىك,ى,نى
ئالاھىدىلىكىگە: ئالاھىدىلىك,ى,گە
ئالاھىدە: ئالاھىدە
ئالاھىلىكىگە: ئالاھىلىك,ى,گە
ئالتاي: ئالتاي
ئالتايدا: ئالتاي,دا
ئالتايدىكى: ئالتاي,دىكى
ئالتىنى: ئالتە,نى
ئالتى: ئالتە
ئالتىنچىدىن: ئالتە,نچى,دىن
ئالتىنچىسى: ئالتە,نچى,سى
ئالتۇن: ئالتۇن
ئالتۇنى: ئالتۇن,ى
ئالتۇنگۈل: ئالتۇنگۈل
ئالتە: ئالتە
ئالداش: ئالدا,ش
ئالدامچىلىق: ئالدامچىلىق
ئالدامچىلىقى: ئالدامچىلىق,ى
ئالداپ: ئالدا,پ
ئالداۋاتقانلىقى: ئالداۋات,قان,لىق,ى
ئالدى: ئالدى
ئالدىدا: ئالدى,دا
ئالدىدىكى: ئالدى,دىكى
ئالدىراشچىلىق: ئالدىراشچىلىق
ئالدىراشچىلىقتا: ئالدىراشچىلىق,تا
ئالدىراپ: ئالدىرا,پ
ئالدىر.(ئالدىرا)ماقتا: ئالدىرا,ماقتا
ئالدىرى.(ئالدىرا)غانغا: ئالدىرا,غان,غا
ئالدىغا: ئالدى,غا
ئالدىغانلىقىنى: ئالدا,غان,لىق,ى,نى
ئالدىغىچە: ئالدا,غىچە
ئالدىم: ئال,دىم
ئالدىمىزدا: ئالدى,مىز,دا
ئالدىن: ئالدىن
ئالدىنئالا: ئالدىنئالا
ئالدىنقى: ئالدىنقى
ئالدىنقىلارغا: ئالدىنقى,لار,غا
ئالدىنى: ئالدى,نى
ئالدىنىپ: ئالدان,ىپ
ئالدىنىڭ: ئالدى,نىڭ
ئالدۇردى: ئالدۇر,دى
ئالدۇرغان: ئالدۇر,غان
ئالدۇرغاندىن: ئالدۇر,غان,دىن
ئالدۇرمىغانلىرىنىڭ: ئالدۇما,غان,لار,ى,نىڭ
ئالدۇرىدىغان: ئالدۇر,ىدىغان
ئالدۇرىدىغانلىقىنى: ئالدۇر,ىدىغان,لىق,ى,نى
ئالدۇرۇش: ئالدۇر,ۇش
ئالدۇرۇشتا: ئالدۇر,ۇش,تا
ئالدۇرۇشنى: ئالدۇر,ۇش,نى
ئالدۇرۇلغان: ئالدۇرۇل,غان
ئالدۇرۇپ: ئالدۇر,ۇپ
ئالدۇق: ئال,دۇق
ئالسا: ئال,سا
ئالساق: ئال,سا,ق
ئالساقلا: ئال,سا,ق,لا
ئالغا: ئالغا
ئالغان: ئال,غان
ئالغانتى: ئال,غان,تى
ئالغاندا: ئال,غان,دا
ئالغاندىن: ئال,غان,دىن
ئالغانلار: ئال,غان,لار
ئالغانلىقىدىن: ئال,غان,لىق,ى,دىن
ئالغانلىقىنى: ئال,غان,لىق,ى,نى
ئالغانىدى: ئال,غان,ى,دى
ئالغىلى: ئال,غىلى
ئالغۇ: ئالغۇ
ئالغۇزغان: ئالغۇز,غان
ئالغۇزۇپ: ئالغۇز,ۇپ
ئالغۇچى: ئالغۇچى
ئالغۇچىلار: ئالغۇچى,لار
ئالغۇچىلارنىڭ: ئالغۇچى,لار,نىڭ
ئالغۇچىنىڭ: ئالغۇچى,نىڭ
ئالقىش: ئالقىش
ئالقىشقا: ئالقىش,قا
ئالقىشلايدىغان: ئالقىشلا,يدىغان
ئالقىشلايدىغانلىقىنى: ئالقىشلا,يدىغان,لىق,ى,نى
ئالقىشلايدۇ: ئالقىشلا,ي,دۇ
ئالقىشلايمەن: ئالقىشلا,ي,مەن
ئالقىشلىدى: ئالقىشلا,دى
ئالقىشى: ئالقىش,ى
ئالقىشىغا: ئالقىش,ى,غا
ئالكىس: ئالكىس
ئاللا: ئاللا
ئالما: ئالما
ئالماسلىق: ئالما,س,لىق
ئالماسلىقىنى: ئالما,س,لىق,ى,نى
ئالماشتۇردى: ئالماشتۇر,دى
ئالماشتۇرۇش: ئالماشتۇر,ۇش
ئالماشتۇرۇشتا: ئالماشتۇر,ۇش,تا
ئالماشتۇرۇشقا: ئالماشتۇر,ۇش,قا
ئالماشتۇرۇشقىمۇ: ئالماشتۇر,ۇش,قا,مۇ
ئالماشتۇرنى: ئالماشتۇر,نى
ئالماشتۇرنىڭ: ئالماشتۇر,نىڭ
ئالماشتۇرى: ئالماشتۇر,ى
ئالماشتۇرىدىكى: ئالماشتۇر,ى,دىكى
ئالماشتۇرىنى: ئالماشتۇر,ى,نى
ئالماشتۇرۇلىدۇ: ئالماشتۇرۇل,ىدۇ
ئالماشتۇرۇلۇپ: ئالماشتۇرۇل,ۇپ
ئالماشتۇرۇپ: ئالماشتۇر,ۇپ
ئالماقتا: ئال,ماقتا
ئالماقچى: ئال,ماقچى
ئالمايدىغان: ئالما,يدىغان
ئالمايدىغانلىقىنى: ئالما,يدىغان,لىق,ى,نى
ئالمايدۇ: ئالما,ي,دۇ
ئالمايمىز: ئالما,ي,مىز
ئالمىخان: ئالمىخان
ئالمىسى: ئالما,سى
ئالمىشىپ: ئالماش,ىپ
ئالمىغان: ئالما,غان
ئالمىغانلىقى: ئالما,غان,لىق,ى
ئالىدىغان: ئال,ىدىغان
ئالىدىغانلار: ئال,ىدىغان,لار
ئالىدىغانلىقى: ئال,ىدىغان,لىق,ى
ئالىدىغانلىقىنى: ئال,ىدىغان,لىق,ى,نى
ئالىدىكەن: ئال,ىدىكەن
ئالىدۇ: ئال,ىدۇ
ئالىمبېك: ئالىمبېك
ئالىمجان: ئالىمجان
ئالىملار: ئالىم,لار
ئالىملارنى: ئالىم,لار,نى
ئالىملىرى: ئالىم,لار,ى
ئالىمنى: ئالىم,نى
ئالىمىز: ئال,ىمىز
ئالىي: ئالىي
ئالىيجاناب: ئالىيجاناب
ئاليۇمىن: ئاليۇمىن
ئالېپپو: ئالېپپو
ئالېپپودىكى: ئالېپپو,دىكى
ئالەم: ئالەم
ئالەمشۇمۇل: ئالەمشۇمۇل
ئالەمگە: ئالەم,گە
ئامال: ئامال
ئامالسىز: ئامالسىز
ئاماللار: ئامال,لار
ئامالنىڭ: ئامال,نىڭ
ئامان: ئامان
ئامانلىق: ئامانلىق
ئامانلىقى: ئامانلىق,ى
ئامانلىقىغا: ئامانلىق,ى,غا
ئامانلىقىنى: ئامانلىق,ى,نى
ئامانلىقىنىڭ: ئامانلىق,ى,نىڭ
ئامانەت: ئامانەت
ئامبارلىرىدا: ئامبار,لار,ى,دا
ئامبارلىرىنىڭ: ئامبار,لار,ى,نىڭ
ئامبارنىڭ: ئامبار,نىڭ
ئامبال: ئامبال
ئامبىرى: ئامبار,ى
ئامبىرىدا: ئامبار,ى,دا
ئامبىرىغا: ئامبار,ى,غا
ئامبىرىنى: ئامبار,ى,نى
ئامبىرىنىڭ: ئامبار,ى,نىڭ
ئامبۇر: ئامبۇر
ئامبۇلاتورىيە: ئامبۇلاتورىيە
ئامبۇلاتورىيەدە: ئامبۇلاتورىيە,دە
ئامبۇلاتورىيەسى: ئامبۇلاتورىيە,سى
ئامما: ئامما
ئاممىباب: ئاممىباب
ئاممىدا: ئامما,دا
ئاممىدىن: ئامما,دىن
ئاممىسى: ئامما,سى
ئاممىسىغا: ئامما,سى,غا
ئاممىنى: ئامما,نى
ئاممىنىڭ: ئامما,نىڭ
ئاممىغا: ئامما,غا
ئاممىنى: ئامما,نى
ئاممىنىڭ: ئامما,نىڭ
ئاممىۋى: ئاممىۋى
ئاممىۋىي: ئاممىۋىي
ئامىل: ئامىل
ئامىللار: ئامىل,لار
ئامىللاردىن: ئامىل,لار,دىن
ئامىللارنىڭ: ئامىل,لار,نىڭ
ئامىللىرى: ئامىل,لار,ى
ئامىللىرىنى: ئامىل,لار,ى,نى
ئامىلنى: ئامىل,نى
ئامىلى: ئامىل,ى
ئامىلىدىن: ئامىل,ى,دىن
ئامىلىنى: ئامىل,ى,نى
ئامىلىنىڭ: ئامىل,ى,نىڭ
ئامىن: ئامىن
ئامىنە: ئامىنە
ئامپېر: ئامپېر
ئامېرىكا: ئامېرىكا
ئامېرىكنىڭ: ئامېرىك,نىڭ
ئامېرىكىدا: ئامېرىكا,دا
ئامېرىكىدىكى: ئامېرىكا,دىكى
ئامېرىكىدىن: ئامېرىكا,دىن
ئامېرىكىسى: ئامېرىكا,سى
ئامېرىكىسىنىڭ: ئامېرىكا,سى,نىڭ
ئامېرىكىغا: ئامېرىكا,غا
ئامېرىكىلىق: ئامېرىكىلىق
ئامېرىكىلىقلارنى: ئامېرىكىلىق,لار,نى
ئامېرىكىلىقلارنىڭ: ئامېرىكىلىق,لار,نىڭ
ئامېرىكىمۇ: ئامېرىكا,مۇ
ئامېرىكىنىڭ: ئامېرىكا,نىڭ
ئان: ئان
ئانا: ئانا
ئانار: ئانار
ئانالىز: ئانالىز
ئانامدىن: ئانا,م,دىن
ئانتونىئو: ئانتونىئو
ئاندرېيۇس: ئاندرېيۇس
ئاندىن: ئاندىن
ئاننېنبېرگ: ئاننېنبېرگ
ئانىسى: ئانا,سى
ئانىسىنى: ئانا,سى,نى
ئانىلار: ئانا,لار
ئانىلارغا: ئانا,لار,غا
ئانىلارنىڭ: ئانا,لار,نىڭ
ئانىلارنىڭمۇ: ئانا,لار,نىڭ,مۇ
ئانچە: ئانچە
ئانژېلېستا: ئانژېلېس,تا
ئانژېلېس: ئانژېلېس
ئانگۇس: ئانگۇس
ئاي: ئاي
ئاياغ: ئاياغ
ئاياغلاشتى: ئاياغلاش,تى
ئاياغلاشتۇرۇپ: ئاياغلاشتۇر,ۇپ
ئاياغلاشقان: ئاياغلاش,قان
ئاياغلاشقاندىن: ئاياغلاش,قان,دىن
ئاياغلىشىدىكەن: ئاياغلاش,ىدىكەن
ئاياغلىشىدۇ: ئاياغلاش,ىدۇ
ئاياغمەھەللە: ئاياغمەھەللە
ئايال: ئايال
ئاياللار: ئايال,لار
ئاياللاردىن: ئايال,لار,دىن
ئاياللارغا: ئايال,لار,غا
ئاياللارنى: ئايال,لار,نى
ئاياللارنىڭ: ئايال,لار,نىڭ
ئاياللىرى: ئايال,لار,ى
ئاياللىرىنى: ئايال,لار,ى,نى
ئاياللىرىنىڭ: ئايال,لار,ى,نىڭ
ئايالنى: ئايال,نى
ئايالنىڭ: ئايال,نىڭ
ئايالىنى: ئايال,ى,نى
ئايالچە: ئايالچە
ئايان: ئايان
ئايتوقاچ: ئايتوقاچ
ئايتوقاچقا: ئايتوقاچ,قا
ئايدا: ئاي,دا
ئايدىكى: ئاي,دىكى
ئايدىكىگە: ئاي,دىكى,گە
ئايدىن: ئاي,دىن
ئايدىڭ: ئايدىڭ
ئايدىڭلاشتۇردى: ئايدىڭلاشتۇر,دى
ئايدىڭلاشتۇرغان: ئايدىڭلاشتۇر,غان
ئايدىڭلاشتۇرۇش: ئايدىڭلاشتۇر,ۇش
ئايدىڭلاشتۇرۇشتىن: ئايدىڭلاشتۇر,ۇش,تىن
ئايدىڭلاشتۇرۇشقا: ئايدىڭلاشتۇر,ۇش,قا
ئايدىڭلاشتۇرۇشنى: ئايدىڭلاشتۇر,ۇش,نى
ئايدىڭلاشتۇرۇشى: ئايدىڭلاشتۇر,ۇش,ى
ئايدىڭلاشتۇرىمىز: ئايدىڭلاشتۇر,ىمىز
ئايدىڭلاشتۇرۇلدى: ئايدىڭلاشتۇرۇل,دى
ئايدىڭلاشتۇرۇلغان: ئايدىڭلاشتۇرۇل,غان
ئايدىڭلاشتۇرۇلۇپ: ئايدىڭلاشتۇرۇل,ۇپ
ئايدىڭلاشتۇرۇپ: ئايدىڭلاشتۇرۇ,پ
ئايرودۇرۇم: ئايرودۇرۇم
ئايرودۇرۇمدا: ئايرودۇرۇم,دا
ئايرودۇرۇمغا: ئايرودۇرۇم,غا
ئايرودۇرۇملارنىڭ: ئايرودۇرۇم,لار,نىڭ
ئايرودۇرۇمنى: ئايرودۇرۇم,نى
ئايرودۇرۇمى: ئايرودۇرۇم,ى
ئايرودۇرۇمىدا: ئايرودۇرۇم,ى,دا
ئايرودۇرۇمىغا: ئايرودۇرۇم,ى,غا
ئايرودۇرۇمىنىڭ: ئايرودۇرۇم,ى,نىڭ
ئايروپورت: ئايروپورت
ئايروپورتتا: ئايروپورت,تا
ئايروپورتقا: ئايروپورت,قا
ئايروپورتنىڭ: ئايروپورت,نىڭ
ئايروپورتى: ئايروپورت,ى
ئايروپورتغا: ئايروپورت,غا
ئايروپىلان: ئايروپىلان
ئايروپىلاندا: ئايروپىلان,دا
ئايروپىلاندىكى: ئايروپىلان,دىكى
ئايروپىلاندىن: ئايروپىلان,دىن
ئايروپىلانغا: ئايروپىلان,غا
ئايروپىلانلارنىڭ: ئايروپىلان,لار,نىڭ
ئايروپىلانلىرىنى: ئايروپىلان,لار,ى,نى
ئايروپىلانلىرىنىڭ: ئايروپىلان,لار,ى,نىڭ
ئايروپىلاننى: ئايروپىلان,نى
ئايروپىلاننىڭ: ئايروپىلان,نىڭ
ئايروپىلانى: ئايروپىلان,ى
ئايروپىلانىنى: ئايروپىلان,ى,نى
ئايروپىلانىنىڭ: ئايروپىلان,ى,نىڭ
ئايرىش: ئايرى,ش
ئايرىشقا: ئايرى,ش,قا
ئايرىشنى: ئايرى,ش,نى
ئايرىغان: ئايرى,غان
ئايرىلالماسلىق: ئايرىلالما,س,لىق
ئايرىلالمايدىغان: ئايرىلالما,ي,دىغان
ئايرىلالمايدىغانلىقىنى: ئايرىلالما,ي,دىغان,لىق,ى,نى
ئايرىلالمايدىغانيدۇ: ئايرىلالما,ي,دىغان,ي,دۇ
ئايرىلدى: ئايرىل,دى
ئايرىلغان: ئايرىل,غان
ئايرىلغاندا: ئايرىل,غان,دا
ئايرىلغاندىن: ئايرىل,غان,دىن
ئايرىلغانلارنى: ئايرىل,غان,لار,نى
ئايرىلغانلىقى: ئايرىل,غان,لىق,ى
ئايرىلماس: ئايرىلما,س
ئايرىلماي: ئايرىلما,ي
ئايرىلىدۇ: ئايرىل,ىدۇ
ئايرىلىش: ئايرىل,ىش
ئايرىلىشقا: ئايرىل,ىش,قا
ئايرىلىشى: ئايرىل,ىش,ى
ئايرىلىشىم: ئايرىل,ىش,ىم
ئايرىلىپ: ئايرىل,ىپ
ئايرىم: ئايرىم
ئايرىيدىغان: ئايرى,يدىغان
ئايرىپ: ئاير,ىپ
ئايرۇدۇرۇمىغا: ئايرۇدۇرۇم,ى,غا
ئايرۇلت: ئايرۇلت
ئايغا: ئاي,غا
ئايغىچە: ئاي,غىچە
ئايكۆل: ئايكۆل
ئايلاندى: ئايلان,دى
ئايلاندۇردى: ئايلاندۇر,دى
ئايلاندۇرىدىغان: ئايلاندۇر,ىدىغان
ئايلاندۇرىدۇ: ئايلاندۇر,ىدۇ
ئايلاندۇرىمىز: ئايلاندۇر,ىمىز
ئايلاندۇرۇش: ئايلاندۇر,ۇش
ئايلاندۇرۇشتىكى: ئايلاندۇرۇش,تىكى
ئايلاندۇرۇشنى: ئايلاندۇرۇش,نى
ئايلاندۇرۇشى: ئايلاندۇرۇش,ى
ئايلاندۇرۇشىمىز: ئايلاندۇرۇش,ىمىز
ئايلاندۇرۇلغاندىن: ئايلاندۇرۇل,غان,دىن
ئايلاندۇرۇلىدۇ: ئايلاندۇرۇل,ىدۇ
ئايلاندۇۇلۇپ: ئايلاندۇۇل,ۇپ
ئايلاندۇرۇپ: ئايلاندۇر,ۇپ
ئايلاندۇرۇۋاتىدۇ: ئايلاندۇرۇۋات,ىدۇ
ئايلانغان: ئايلان,غان
ئايلانما: ئايلانما
ئايلانماي: ئايلان,ما,ي
ئايلانمىغان: ئايلان,ما,غان
ئايلانمىنىڭ: ئايلانما,نىڭ
ئايلىق: ئايلىق
ئايلىنىدىغانلىقى: ئايلان,ىدىغان,لىق,ى
ئايلىنىدىكەن: ئايلان,ىدىكەن
ئايلىنىدۇ: ئايلان,ىدۇ
ئايلىنىش: ئايلان,ىش
ئايلىنىشتەك: ئايلان,ىش,تەك
ئايلىنىشى: ئايلان,ىش,ى
ئايلىنىشىغا: ئايلان,ىش,ى,غا
ئايلىنىشىنى: ئايلان,ىش,ى,نى
ئايلىنىپ: ئايلان,ىپ
ئايلىنىۋېتىپ: ئايلانىۋەت,ىپ
ئايمىقى: ئايماق,ى
ئايمۇئاي: ئايمۇئاي
ئاينى: ئاي,نى
ئاينىپ: ئاين,ىپ
ئاينىڭ: ئاي,نىڭ
ئايىغى: ئاياغ,ى
ئايپەرى: ئايپەرى
ئايچە: ئاي,چە
ئايۇپ: ئايۇپ
ئاپتوبۇس: ئاپتوبۇس
ئاپتوبۇسقا: ئاپتوبۇس,قا
ئاپتوبۇسلارغا: ئاپتوبۇس,لار,غا
ئاپتوبۇسلارنى: ئاپتوبۇس,لار,نى
ئاپتوبۇسلارنىڭ: ئاپتوبۇس,لار,نىڭ
ئاپتوبۇسلىرىنى: ئاپتوبۇس,لار,ى,نى
ئاپتوبۇسنىڭ: ئاپتوبۇس,نىڭ
ئاپتوبۇسى: ئاپتوبۇس,ى
ئاپتوبۇسىدا: ئاپتوبۇس,ى,دا
ئاپتوبۇسىنىڭ: ئاپتوبۇس,ى,نىڭ
ئاپتورلۇق: ئاپتورلۇق
ئاپتوماتىك: ئاپتوماتىك
ئاپتوماتىنىڭ: ئاپتومات,ى,نىڭ
ئاپتوموبىل: ئاپتوموبىل
ئاپتوموبىلبومبا: ئاپتوموبىلبومبا
ئاپتوموبىلدا: ئاپتوموبىل,دا
ئاپتوموبىلدىكى: ئاپتوموبىل,دىكى
ئاپتوموبىلدىن: ئاپتوموبىل,دىن
ئاپتوموبىلغا: ئاپتوموبىل,غا
ئاپتوموبىللار: ئاپتوموبىل,لار
ئاپتوموبىللارغا: ئاپتوموبىل,لار,غا
ئاپتوموبىللارمۇ: ئاپتوموبىل,لار,مۇ
ئاپتوموبىللارنى: ئاپتوموبىل,لار,نى
ئاپتوموبىللارنىڭ: ئاپتوموبىل,لار,نىڭ
ئاپتوموبىللىرى: ئاپتوموبىل,لار,ى
ئاپتوموبىللىرىغا: ئاپتوموبىل,لار,ى,غا
ئاپتوموبىللىرىنى: ئاپتوموبىل,لار,ى,نى
ئاپتوموبىللىرىنىڭ: ئاپتوموبىل,لار,ى,نىڭ
ئاپتوموبىلنى: ئاپتوموبىل,نى
ئاپتوموبىلنىڭ: ئاپتوموبىل,نىڭ
ئاپتوموبىلى: ئاپتوموبىل,ى
ئاپتوموبىلىدىن: ئاپتوموبىل,ى,دىن
ئاپتوموبىلىغا: ئاپتوموبىل,ى,غا
ئاپتوموبىلىنى: ئاپتوموبىل,ى,نى
ئاپتوموبىلىنىڭ: ئاپتوموبىل,ى,نىڭ
ئاپتونوم: ئاپتونوم
ئاپروپىلانى: ئاپروپىلان,ى
ئاپرېل: ئاپرېل
ئاپرېلدا: ئاپرېل,دا
ئاپرېلدىن: ئاپرېل,دىن
ئاپشاركىسى: ئاپشاركا,سى
ئاپولو: ئاپولو
ئاپىتى: ئاپەت,ى
ئاپىتىدىن: ئاپەت,ى,دىن
ئاپىتىدە: ئاپەت,ى,دە
ئاپىتىنى: ئاپەت,ى,نى
ئاپىتىنىڭ: ئاپەت,ى,نىڭ
ئاپىتىگە: ئاپەت,ى,گە
ئاپىرىن: ئاپىرىن
ئاپىرىپ: ئاپار,ىپ
ئاپىسىنى: ئاپا,سى,نى
ئاپپارات: ئاپپارات
ئاپپاراتتا: ئاپپارات,تا
ئاپپاراتلار: ئاپپارات,لار
ئاپپاراتلارنى: ئاپپارات,لار,نى
ئاپپاراتلىرى: ئاپپارات,لار,ى
